ASIN,"Content Update Receipt Date","Content Update Start Date","Creation Date","Current Book Format","Device Family","Device Serial Number",Marketplace,"New Book Format","Product Name",Reason,"Software Version",Status,"Third Party Device","Update Date","Update Target"
B009U9S6FI,"NOT AVAILABLE","NOT AVAILABLE",2021-07-30T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Man's Search for Meaning","NOT AVAILABLE",3731980038,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B07CL5ZLHX,"NOT AVAILABLE","NOT AVAILABLE",2021-07-26T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Library Book","NOT AVAILABLE",1219493988,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B08BLMJ576,"NOT AVAILABLE","NOT AVAILABLE",2021-07-24T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Raft of Stars","NOT AVAILABLE",3731980038,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B003EI2EH2,"NOT AVAILABLE","NOT AVAILABLE",2021-07-24T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The 4-Hour Body","NOT AVAILABLE",3731980038,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B008TY8BQ4,"NOT AVAILABLE","NOT AVAILABLE",2021-07-23T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","God Carlos","NOT AVAILABLE",1219493988,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B08BLMJ576,"NOT AVAILABLE","NOT AVAILABLE",2021-07-23T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Raft of Stars","NOT AVAILABLE",1219493988,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B00C8S9VKM,"NOT AVAILABLE","NOT AVAILABLE",2021-07-18T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","One Summer","NOT AVAILABLE",1219493988,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B081Y4J7LD,"NOT AVAILABLE","NOT AVAILABLE",2021-06-26T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Finisher","NOT AVAILABLE",1219231844,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B08DHSFM4Q,"NOT AVAILABLE","NOT AVAILABLE",2021-06-06T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Sprinting Through No Man's Land: Endurance, Tragedy, and Rebirth in the 1919 Tour de France","NOT AVAILABLE",1218969700,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B07ZC6W6SV,"NOT AVAILABLE","NOT AVAILABLE",2021-05-29T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Transcendent Kingdom: A Read with Jenna Pick","NOT AVAILABLE",1218969700,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B086HB336Y,"NOT AVAILABLE","NOT AVAILABLE",2021-04-29T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Belfry Hockey","NOT AVAILABLE",1218707556,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B07TPFTG1S,"NOT AVAILABLE","NOT AVAILABLE",2021-04-06T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","You Never Forget Your First","NOT AVAILABLE",1218445412,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B07TPFTG1S,"NOT AVAILABLE","NOT AVAILABLE",2021-03-26T00:00:00.00Z,"Enhanced TypeSetting",IOS,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","You Never Forget Your First","NOT AVAILABLE",1178337323,Failed,"Wx0EqH6y059SzMnzyhI3KQzLt92yViQ2qLgGGu10","NOT AVAILABLE","NOT AVAILABLE"
B084V823SR,"NOT AVAILABLE","NOT AVAILABLE",2021-03-21T00:00:00.00Z,"Enhanced TypeSetting",IOS,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Office of Historical Corrections","NOT AVAILABLE",1178337323,Failed,"Wx0EqH6y059SzMnzyhI3KQzLt92yViQ2qLgGGu10","NOT AVAILABLE","NOT AVAILABLE"
B084V823SR,"NOT AVAILABLE","NOT AVAILABLE",2021-03-13T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Office of Historical Corrections","NOT AVAILABLE",1218183268,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B08478T2CK,"NOT AVAILABLE","NOT AVAILABLE",2021-03-13T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Kingdom","NOT AVAILABLE",1218183268,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B083JKGK15,"NOT AVAILABLE","NOT AVAILABLE",2021-03-10T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Leave the World Behind","NOT AVAILABLE",1218183268,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B083JKGK15,"NOT AVAILABLE","NOT AVAILABLE",2021-03-10T00:00:00.00Z,"Enhanced TypeSetting",IOS,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Leave the World Behind","NOT AVAILABLE",1178337323,Failed,"Wx0EqH6y059SzMnzyhI3KQzLt92yViQ2qLgGGu10","NOT AVAILABLE","NOT AVAILABLE"
B07ZTTH5VD,"NOT AVAILABLE","NOT AVAILABLE",2021-03-03T00:00:00.00Z,"Enhanced TypeSetting",IOS,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","A Children's Bible","NOT AVAILABLE",1178337323,Failed,"Wx0EqH6y059SzMnzyhI3KQzLt92yViQ2qLgGGu10","NOT AVAILABLE","NOT AVAILABLE"
B07ZTTH5VD,"NOT AVAILABLE","NOT AVAILABLE",2021-03-02T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","A Children's Bible","NOT AVAILABLE",1218183268,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B08478T2CK,"NOT AVAILABLE","NOT AVAILABLE",2021-03-01T00:00:00.00Z,"Enhanced TypeSetting",IOS,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Kingdom","NOT AVAILABLE",1178337323,Failed,"Wx0EqH6y059SzMnzyhI3KQzLt92yViQ2qLgGGu10","NOT AVAILABLE","NOT AVAILABLE"
B07R5KC59C,"NOT AVAILABLE","NOT AVAILABLE",2021-03-01T00:00:00.00Z,"Enhanced TypeSetting",IOS,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Interior Chinatown","NOT AVAILABLE",1178337323,Failed,"Wx0EqH6y059SzMnzyhI3KQzLt92yViQ2qLgGGu10","NOT AVAILABLE","NOT AVAILABLE"
B07R5KC59C,"NOT AVAILABLE","NOT AVAILABLE",2021-03-01T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Interior Chinatown","NOT AVAILABLE",1217921124,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B07YRWHGYD,"NOT AVAILABLE","NOT AVAILABLE",2021-02-14T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Pizza Girl","NOT AVAILABLE",1217921124,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B07YRWHGYD,"NOT AVAILABLE","NOT AVAILABLE",2021-02-13T00:00:00.00Z,"Enhanced TypeSetting",IOS,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Pizza Girl","NOT AVAILABLE",1178337323,Failed,"Wx0EqH6y059SzMnzyhI3KQzLt92yViQ2qLgGGu10","NOT AVAILABLE","NOT AVAILABLE"
B089T77W63,"NOT AVAILABLE","NOT AVAILABLE",2021-02-10T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Silence","NOT AVAILABLE",1217921124,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B001NLL8LA,"NOT AVAILABLE","NOT AVAILABLE",2021-02-10T00:00:00.00Z,"Enhanced TypeSetting",IOS,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Gone Tomorrow","NOT AVAILABLE",1178337323,Failed,"Wx0EqH6y059SzMnzyhI3KQzLt92yViQ2qLgGGu10","NOT AVAILABLE","NOT AVAILABLE"
B089T77W63,"NOT AVAILABLE","NOT AVAILABLE",2021-01-29T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Silence","NOT AVAILABLE",1217921124,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B00O2RPEE4,"NOT AVAILABLE","NOT AVAILABLE",2021-01-18T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Power Within: Discovering the Path to Elite Goaltending","NOT AVAILABLE",1217658980,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B00CH3DBNQ,"NOT AVAILABLE","NOT AVAILABLE",2021-01-18T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","I Am Malala","NOT AVAILABLE",1217658980,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B07YXSLVX7,"NOT AVAILABLE","NOT AVAILABLE",2020-12-08T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","It's Not About You: A Brief Guide to a Meaningful Life","NOT AVAILABLE",1217396836,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B07YXS82KD,"NOT AVAILABLE","NOT AVAILABLE",2020-12-06T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","This Van Could Be Your Life","NOT AVAILABLE",1217142784,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B07N2X3ST6,"NOT AVAILABLE","NOT AVAILABLE",2020-12-05T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Broken Open: Mountains, Demons, Treadmills And a Search for Nirvana","NOT AVAILABLE",1217142784,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B0764BV94D,"NOT AVAILABLE","NOT AVAILABLE",2020-12-05T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Practical Stoicism: Exercises for Doing the Right Thing Right Now","NOT AVAILABLE",1217142784,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B07YRWHGYD,"NOT AVAILABLE","NOT AVAILABLE",2020-12-05T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Pizza Girl","NOT AVAILABLE",1217142784,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B07RL58ZDG,"NOT AVAILABLE","NOT AVAILABLE",2020-12-03T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Glass Hotel","NOT AVAILABLE",1217142784,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B081ZXQB52,"NOT AVAILABLE","NOT AVAILABLE",2020-12-01T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","366 Stoic Quotes: A Year Of Stoicism From Ancient And Modern Stoics - A Daily Guide Of Stoic Meditations","NOT AVAILABLE",1217142784,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B08NHG3PKK,"NOT AVAILABLE","NOT AVAILABLE",2020-11-30T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Golden Sayings of Epictetus illustrated","NOT AVAILABLE",1217142784,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B00AHC9PZW,"NOT AVAILABLE","NOT AVAILABLE",2020-11-18T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Art of Living","NOT AVAILABLE",1217142784,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B07THQLGBT,"NOT AVAILABLE","NOT AVAILABLE",2020-10-28T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","When We Were Vikings","NOT AVAILABLE",1217134692,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B081Y4J7LD,"NOT AVAILABLE","NOT AVAILABLE",2020-10-15T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Finisher","NOT AVAILABLE",1216880640,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B07ZG57WBH,"NOT AVAILABLE","NOT AVAILABLE",2020-10-14T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Inside a Marathon: An All-Access Pass to a Top-10 Finish at NYC, Featuring a new Boston Marathon Chapter","NOT AVAILABLE",1216880640,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B081NHX6LN,"NOT AVAILABLE","NOT AVAILABLE",2020-10-12T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Win at All Costs","NOT AVAILABLE",1216880640,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B0084B57VO,"NOT AVAILABLE","NOT AVAILABLE",2020-09-30T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","A Journal of the Plague Year, written by a citizen who continued all the while in London","NOT AVAILABLE",1216880640,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B07ZN51NL3,"NOT AVAILABLE","NOT AVAILABLE",2020-09-29T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",Hamnet,"NOT AVAILABLE",1216880640,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B086JN68M6,"NOT AVAILABLE","NOT AVAILABLE",2020-09-20T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Pull of the Stars","NOT AVAILABLE",1216872548,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B00U27BMT4,"NOT AVAILABLE","NOT AVAILABLE",2020-09-18T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The China Study Quick & Easy Cookbook","NOT AVAILABLE",1216872548,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B07GNX99VJ,"NOT AVAILABLE","NOT AVAILABLE",2020-08-30T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Darwin Affair","NOT AVAILABLE",1216610404,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B07NCNVZ5P,"NOT AVAILABLE","NOT AVAILABLE",2020-08-06T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Blue Moon","NOT AVAILABLE",1216348260,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B004P8JPS6,"NOT AVAILABLE","NOT AVAILABLE",2020-06-19T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Affair","NOT AVAILABLE",1216086116,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B003EY7IWC,"NOT AVAILABLE","NOT AVAILABLE",2020-06-18T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Worth Dying For","NOT AVAILABLE",1216086116,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B07THBZ4VD,"NOT AVAILABLE","NOT AVAILABLE",2020-06-18T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Why Fish Don't Exist","NOT AVAILABLE",1216086116,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B0036S4CWA,"NOT AVAILABLE","NOT AVAILABLE",2020-06-17T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","61 Hours","NOT AVAILABLE",1216086116,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B001NLL8LA,"NOT AVAILABLE","NOT AVAILABLE",2020-06-15T00:00:00.00Z,"Enhanced TypeSetting","Fire OS",G000KU06635704PV,"NOT AVAILABLE","NOT AVAILABLE","Gone Tomorrow","NOT AVAILABLE",626536720,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B001NLL8LA,"NOT AVAILABLE","NOT AVAILABLE",2020-06-15T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Gone Tomorrow","NOT AVAILABLE",1216086116,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B001NLL8LA,"NOT AVAILABLE","NOT AVAILABLE",2020-06-13T00:00:00.00Z,"Enhanced TypeSetting",IOS,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Gone Tomorrow","NOT AVAILABLE",1178337323,Failed,"Wx0EqH6y059SzMnzyhI3KQzLt92yViQ2qLgGGu10","NOT AVAILABLE","NOT AVAILABLE"
B07QBNKJTZ,"NOT AVAILABLE","NOT AVAILABLE",2020-06-10T00:00:00.00Z,"Enhanced TypeSetting","Fire OS",G000KU06635704PV,"NOT AVAILABLE","NOT AVAILABLE","So You Want to Talk About Race","NOT AVAILABLE",626536720,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B07QBNKJTZ,"NOT AVAILABLE","NOT AVAILABLE",2020-06-07T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","So You Want to Talk About Race","NOT AVAILABLE",1215832064,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B000GCFG7E,"NOT AVAILABLE","NOT AVAILABLE",2020-06-02T00:00:00.00Z,"Enhanced TypeSetting",IOS,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Hard Way","NOT AVAILABLE",1178337323,Failed,"Wx0EqH6y059SzMnzyhI3KQzLt92yViQ2qLgGGu10","NOT AVAILABLE","NOT AVAILABLE"
B000YJ54DU,2020-05-29T00:00:00.00Z,2020-05-29T00:00:00.00Z,2020-05-25T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE",Amazon.com,"Enhanced TypeSetting","Nothing to Lose","Request sent",1215832064,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7",2020-05-29T00:00:00.00Z,"Book revision update"
B000YJ54DU,"NOT AVAILABLE","NOT AVAILABLE",2020-05-25T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Nothing to Lose","NOT AVAILABLE",1215832064,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B000QCQ8Y4,"NOT AVAILABLE","NOT AVAILABLE",2020-05-22T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Bad Luck and Trouble","NOT AVAILABLE",1215832064,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B077WWXZ41,"NOT AVAILABLE","NOT AVAILABLE",2020-05-21T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",Weather,"NOT AVAILABLE",1215832064,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B07TRVW6VX,"NOT AVAILABLE","NOT AVAILABLE",2020-05-15T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Splendid and the Vile","NOT AVAILABLE",1215823972,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B000GCFG7E,"NOT AVAILABLE","NOT AVAILABLE",2020-05-01T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Hard Way","NOT AVAILABLE",1215561828,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B000GCFG7E,"NOT AVAILABLE","NOT AVAILABLE",2020-04-24T00:00:00.00Z,"Enhanced TypeSetting",IOS,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Hard Way","NOT AVAILABLE",1178337323,Failed,"Wx0EqH6y059SzMnzyhI3KQzLt92yViQ2qLgGGu10","NOT AVAILABLE","NOT AVAILABLE"
B07L2J8P4S,"NOT AVAILABLE","NOT AVAILABLE",2020-04-20T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Lager Queen of Minnesota","NOT AVAILABLE",1215561828,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B000FCK5PI,"NOT AVAILABLE","NOT AVAILABLE",2020-04-16T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","One Shot","NOT AVAILABLE",1215561828,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B000FCK5PI,"NOT AVAILABLE","NOT AVAILABLE",2020-04-13T00:00:00.00Z,"Enhanced TypeSetting","Fire OS",G000KU06635704PV,"NOT AVAILABLE","NOT AVAILABLE","One Shot","NOT AVAILABLE",626536720,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B000FC1MBO,"NOT AVAILABLE","NOT AVAILABLE",2020-04-12T00:00:00.00Z,"Enhanced TypeSetting","Fire OS",G000KU06635704PV,"NOT AVAILABLE","NOT AVAILABLE","The Enemy","NOT AVAILABLE",626536720,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B000FBJDF2,"NOT AVAILABLE","NOT AVAILABLE",2020-04-02T00:00:00.00Z,"Enhanced TypeSetting","Fire OS",G000KU06635704PV,"NOT AVAILABLE","NOT AVAILABLE",Persuader,"NOT AVAILABLE",626536720,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B000FBJDF2,"NOT AVAILABLE","NOT AVAILABLE",2020-03-19T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",Persuader,"NOT AVAILABLE",1215307776,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B07BZ4F75T,"NOT AVAILABLE","NOT AVAILABLE",2020-03-16T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Maybe You Should Talk to Someone","NOT AVAILABLE",1215307776,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B07BZ4F75T,"NOT AVAILABLE","NOT AVAILABLE",2020-03-10T00:00:00.00Z,"Enhanced TypeSetting","Fire OS",G000KU06635704PV,"NOT AVAILABLE","NOT AVAILABLE","Maybe You Should Talk to Someone","NOT AVAILABLE",626536720,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B077WWXZ41,"NOT AVAILABLE","NOT AVAILABLE",2020-03-06T00:00:00.00Z,"Enhanced TypeSetting","Fire OS",G000KU06635704PV,"NOT AVAILABLE","NOT AVAILABLE",Weather,"NOT AVAILABLE",626536720,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
